"","(Intercept)","FoodP","Sn1","Gi1","Pr(Chi).Food","Pr(Chi).Sn","Pr(Chi).Gi"
"X212",-0.189647708727253,0.162025003285466,0.0438230833118036,0.170950406912293,0.426539729460796,0.829462608950038,0.40195041715459
"X213",-0.175986340270677,0.182477669960163,-0.00914670780742077,0.174909561333764,0.370245544513886,0.964101278762667,0.39069534239881
"X214",-0.287499840355989,0.852026069801473,-0.220649469567219,-0.0555376012931114,1.14086527158533e-05,0.451990971270209,0.770620904971437
"X215",0.0657950239884917,0.028654089699458,-0.047271734350388,-0.0745802651362081,0.909704198904118,0.93097833911192,0.677757394779249
"X216",-0.0538384215375204,0.0803937580892597,-0.342575774944157,0.30861613323403,0.688894903421481,0.151361896852761,0.110320708916876
"X217",-0.416543155830578,0.747728631902841,-0.111137495587535,0.127405634236411,7.04392792926503e-05,0.648570467311334,0.48108783500134
"X218",-0.295063669082291,0.932451752200665,0.153321001332693,-0.460532230594662,2.62148746081319e-07,0.343967060750813,0.00907818011030357
"X219",-0.65559356041803,0.677053360167812,-0.152262685271393,0.762820343889551,0.000210158030512725,0.388180949426131,3.54744619220257e-05
"X220",-0.439251393729007,0.929556912286803,-0.0184850880190259,-0.00360843024124125,1.40809095339214e-06,0.918669997886102,0.984108735325817
"X221",0.780358702436952,-0.65357860009696,-0.7279086802726,-0.215011276335004,0.000423243249780468,0.000876109217963055,0.250647566809977
"X222",-0.466967173798696,0.903802802450953,0.0667744837878942,-0.00569347312221781,3.00502065285262e-06,0.714571945851729,0.975133524039057
"X223",-0.565039047499584,1.1383550236946,0.25074618344292,-0.204398920317306,4.97420129727534e-10,0.130284766308898,0.216872084386591
"X224",-0.660588138218632,1.34686083487017,0.206210732020389,-0.160717193558074,5.05430955716606e-15,0.166482473710147,0.26137912262541
"X225",-0.74760539605967,0.547212481316547,-0.0633961341429161,0.974563822581941,0.00179102565156032,0.712965973798612,2.91748009470169e-07
"X226",-0.615627594535336,1.2226514305547,0.224838421651173,-0.261562454215355,7.90930047915436e-12,0.163386082195791,0.156217634510144
"X227",-0.655865686627513,0.071280374029877,0.435304258922283,0.830142472164017,0.617217488644951,0.00528861754063397,4.63545814047424e-07
"X228",-0.296999342343132,0.24236749663147,0.194359623143082,0.16887070679964,0.141138016635882,0.384934632612502,0.340697393998059
"X229",0.0545132576439999,0.00659936018089239,-0.0793636200740342,-0.0366320704219092,0.96928420827045,0.643498487712149,0.830893171257521
"X230",-0.0773128330748421,0.171247692738659,-0.0530676682954089,0.0564973937728898,0.303987738024868,0.633221143402445,0.800609612610419
"X231",-0.214072306705113,0.156650568213302,0.00214591386263974,0.260644619229849,0.354695268555051,0.989861488059952,0.125342072382466
"X232",-0.48962300965979,0.796541525948208,0.00862730549882205,0.190540715435525,6.83634906772481e-07,0.973912803336256,0.209623462308105
"X233",-0.176507434787044,0.378315308691263,-0.163365999974451,0.166681698234062,0.0196268417851057,0.31111575710502,0.339637253875639
